hotel_id,address,rank,phone,n_Excellent,n_VeryGood,n_Average,n_Poor,n_Terrible,amenities,hotel_class
590,"595 soi Petchaburi 11, Petchaburi Rd, Rajthavee, Bangkok 10400, Thailand",#79,,102,47,10,1,4,Free High Speed Internet (WiFi) | Breakfast included | Free parking | Non-smoking hotel | Public Wifi | Air conditioning | Refrigerator in room | Non-smoking rooms,30
591,"Corner of Soi Pridi 35, Sukhumvit 71 Road, Unit Number 957/43, Klongtan Nue, Wattana, Bangkok 10110, Thailand",#139,,37,18,4,0,0,Free High Speed Internet (WiFi) | Airport transportation | Concierge | Non-smoking hotel | Air conditioning | Family Rooms | Non-smoking rooms,
592,"678 Chareon Nakorn 14 Alley , Chareon Nakorn Road, Khlong San, Bangkok 10600, Thailand",#140,,53,7,4,1,1,Free High Speed Internet (WiFi) | Breakfast included | Non-smoking hotel | Pets Allowed ( Dog / Pet Friendly ) | Air conditioning | Family Rooms | Non-smoking rooms,30
593,"135/1 Trok Wat Tree Tossa Thep, Prachathipatai Rd., Ban Phan Thom, Phra Nakhon, Bangkok 10200, Thailand",#85,,36,33,5,5,0,Free High Speed Internet (WiFi) | Concierge | Non-smoking hotel | Air conditioning | Family Rooms | Non-smoking rooms,20
594,"104 Soi Phraeng Phuthon, Tanao Road, San Chao Pho Sua, Phra Nakhon, Bangkok 10200, Thailand",#87,,23,8,0,0,0,Free High Speed Internet (WiFi) | Breakfast Available | Non-smoking hotel | Air conditioning,30
595,"365/20 Phrasumen Road, Phanakorn, Bangkok 10200, Thailand",#154,,43,13,4,2,2,Free High Speed Internet (WiFi) | Airport transportation | Breakfast Available | Concierge | Dry Cleaning | Non-smoking hotel | Air conditioning | Non-smoking rooms,20
596,"59 Soi Suk San, Surawong Road, Si Phraya, Bang Rak, Bangkok 10500, Thailand",#367,,29,34,18,2,0,Free High Speed Internet (WiFi) | Breakfast included | Free parking | Breakfast Available | Concierge | Laundry Service | Non-smoking hotel | Public Wifi | Wheelchair access | Air conditioning | Refrigerator in room | Non-smoking rooms | Smoking rooms available,30
597,"9/10 Sukhumvit Soi 19, Klongteoy Nuea, Watthana, Bangkok 10110, Thailand",#93,,34,51,17,2,1,Free High Speed Internet (WiFi) | Room service | Non-smoking hotel | Public Wifi | Air conditioning | Minibar | Refrigerator in room | Non-smoking rooms,30
598,"21 Soi Saladaeng Silom Road, None, Bangkok 10500, Thailand",#163,,41,73,10,2,5,Pool | Free High Speed Internet (WiFi) | Fitness Center with Gym / Workout Room | Concierge | Laundry Service | Non-smoking hotel | Outdoor pool | Air conditioning | Microwave | Refrigerator in room | Kitchenette | Non-smoking rooms | Suites,35
599,"37/17 Surawong Road, None, Bangkok 10500, Thailand",#165,,20,7,0,0,0,Free High Speed Internet (WiFi) | Breakfast Available | Concierge | Laundry Service | Non-smoking hotel | Air conditioning | Microwave | Refrigerator in room | Family Rooms | Kitchenette,20
600,"618 / 6 - 7 Soi Panurangsri, Songwad Road, Taladnoi, Samphantawongs, Bangkok 10100, Thailand",#99,,29,46,11,0,2,Free High Speed Internet (WiFi) | Laundry Service | Non-smoking hotel | Air conditioning | Minibar | Refrigerator in room | Non-smoking rooms,25
601,"Lat Krabang 22, Rachathewa Bangplee Samuthprakarn, Bangkok 10540, Thailand",#387,,229,308,149,59,54,Room service | Free parking | Free High Speed Internet (WiFi) | Restaurant | Pool | Bar/Lounge | Airport transportation | Concierge | Laundry Service | Outdoor pool | Public Wifi | Shuttle Bus Service | Air conditioning | Refrigerator in room | Family Rooms | Non-smoking rooms,35
602,"222 Ratchaprarop Rd., Ratchathewi, Bangkok 10400, Thailand",#414,02 656 3000,1193,2115,1344,566,477,Pool | Room service | Restaurant | Fitness Center with Gym / Workout Room | Free Internet | Free parking | Bar/Lounge | Spa | Airport transportation | Banquet Room | Breakfast Available | Business Center with Internet Access | Concierge | Conference Facilities | Dry Cleaning | Laundry Service | Meeting rooms | Multilingual Staff | Outdoor pool | Paid Wifi | Shuttle Bus Service | Wheelchair access | Air conditioning | Refrigerator in room | Accessible rooms | Family Rooms | Non-smoking rooms | Smoking rooms available | Suites,40
603,"95 Soi Ram Buttri, Chakkra Phong Road, Phra Nakorn, Bangkok 10200, Thailand",#422,,606,1988,1260,375,368,Pool | Free High Speed Internet (WiFi) | Restaurant | Breakfast included | Breakfast Available | Concierge | Laundry Service | Outdoor pool | Public Wifi | Wheelchair access | Air conditioning | Accessible rooms | Non-smoking rooms | Smoking rooms available,30
604,"None, None, NoneNone",,,71,174,94,27,17,Free High Speed Internet (WiFi) | Pool | Room service | Free parking | Restaurant | Bar/Lounge | Laundry Service | Non-smoking hotel | Outdoor pool | Public Wifi | Wheelchair access | Air conditioning | Refrigerator in room | Non-smoking rooms,30
605,"44, Soi Chang Akat Uthit 6 Yaek 1, Don Mueang, Don Mueang, Bangkok 10210, Thailand",#431,,14,12,5,1,0,Free High Speed Internet (WiFi) | Free parking | Airport transportation | Non-smoking hotel | Shuttle Bus Service | Air conditioning,30
606,"888/8 Soi 20/2 Lat Krabang Road, Lat Krabang, Suvarnabhumi International Airport, Bangkok 10520, Thailand",#390,,139,347,238,74,40,Pool | Restaurant | Room service | Free Internet | Free parking | Airport transportation | Breakfast Available | Multilingual Staff | Non-smoking hotel | Outdoor pool | Paid Wifi | Public Wifi | Air conditioning | Minibar | Refrigerator in room | Non-smoking rooms,35
607,"88 Ladkrabang Soi 7, Ladkrabang Road, Ladkrabang, Bangkok 10520, Thailand",#437,,124,291,214,48,39,Free parking | Restaurant | Free High Speed Internet (WiFi) | Airport transportation | Breakfast Available | Non-smoking hotel | Shuttle Bus Service | Air conditioning | Refrigerator in room | Non-smoking rooms,30
608,"1675/1 Soi Ladkrabang 11/13, Latkrabang Road, Latkrabang District, Bangkok 10520, Thailand",#443,,126,279,186,78,45,Restaurant | Pool | Room service | Fitness Center with Gym / Workout Room | Free High Speed Internet (WiFi) | Free parking | Bar/Lounge | Spa | Airport transportation | Banquet Room | Breakfast Available | Concierge | Conference Facilities | Dry Cleaning | Laundry Service | Meeting rooms | Non-smoking hotel | Outdoor pool | Public Wifi | Sauna | Shuttle Bus Service | Wheelchair access | Air conditioning | Minibar | Refrigerator in room | Non-smoking rooms | Suites,40
609,"17 / 1-2 Chanasongkhram Phra-artid Rd, Phranakorn, Bangkok 10200, Thailand",#394,,75,231,128,32,15,Free High Speed Internet (WiFi) | Room service | Business Center with Internet Access | Laundry Service | Non-smoking hotel | Public Wifi | Air conditioning | Family Rooms | Non-smoking rooms,25
610,"9/9 Vibhavadi Rangsit Road, Laksi, Bangkok 10210, Thailand",#403,,,,,,,,
611,"318, Phayathai Road, Thanon Phetchaburi, Ratchathewi, Bangkok 10400, Thailand",#435,,,,,,,,
612,"215 Yaowarat Road, Samphantawong, Bangkok 10100, Thailand",#417,,94,264,163,48,40,Pool | Room service | Restaurant | Bar/Lounge | Free High Speed Internet (WiFi) | Free parking | Spa | Fitness Center with Gym / Workout Room | Airport transportation | Banquet Room | Breakfast Available | Business Center with Internet Access | Children Activities (Kid / Family Friendly) | Concierge | Conference Facilities | Dry Cleaning | Laundry Service | Meeting rooms | Multilingual Staff | Public Wifi | Air conditioning | Family Rooms | Non-smoking rooms | Suites,40
613,"None, None, NoneNone",,,13,24,2,1,1,Free parking | Free High Speed Internet (WiFi) | Breakfast included | Fitness Center with Gym / Workout Room | Room service | Restaurant | Bar/Lounge | Spa | Airport transportation | Wheelchair access | Air conditioning | Suites,40
614,"120/126 Ratchaprarop Road, None, Bangkok 10400, Thailand",#423,,295,652,457,202,128,Pool | Room service | Restaurant | Fitness Center with Gym / Workout Room | Bar/Lounge | Spa | Airport transportation | Banquet Room | Breakfast Available | Business Center with Internet Access | Concierge | Conference Facilities | Dry Cleaning | Laundry Service | Meeting rooms | Multilingual Staff | Outdoor pool | Paid Internet | Paid Wifi | Public Wifi | Wheelchair access | Air conditioning | Minibar | Refrigerator in room | Non-smoking rooms | Smoking rooms available | Suites,40
615,"268 Soi Petchburi 10 - 12, Petchburi Road, Ratchathewi, Bangkok 10400, Thailand",#410,,173,549,329,61,35,Pool | Free High Speed Internet (WiFi) | Room service | Free parking | Restaurant | Breakfast included | Breakfast Available | Concierge | Dry Cleaning | Indoor pool | Laundry Service | Non-smoking hotel | Public Wifi | Wheelchair access | Air conditioning | Refrigerator in room | Non-smoking rooms,20
616,"Onnut-Ladkrabang 1/12, 869/1-3 Ladkrabang Road Ladkrabang Bangkok, Bangkok 10520, Thailand",#385,,67,134,83,20,13,Free High Speed Internet (WiFi) | Room service | Restaurant | Bar/Lounge | Free parking | Airport transportation | Concierge | Laundry Service | Non-smoking hotel | Public Wifi | Self-Serve Laundry | Shuttle Bus Service | Wheelchair access | Air conditioning | Minibar | Refrigerator in room | Accessible rooms | Family Rooms | Non-smoking rooms | Suites,35
617,"269/29-30 Suan Plu Soi 6, Sathorn Road, Thungmahamek, Bangkok 10120, Thailand",#408,,149,340,152,35,27,Room service | Free parking | Free High Speed Internet (WiFi) | Restaurant | Airport transportation | Breakfast Available | Concierge | Dry Cleaning | Laundry Service | Multilingual Staff | Non-smoking hotel | Public Wifi | Shuttle Bus Service | Air conditioning | Minibar | Refrigerator in room | Family Rooms | Kitchenette | Non-smoking rooms | Suites,30
618,"18 Sukhumvit Soi 8,, None, Bangkok 10110, Thailand",#441,,23,84,41,10,10,Free High Speed Internet (WiFi) | Airport transportation | Laundry Service | Non-smoking hotel | Outdoor pool | Air conditioning | Minibar | Refrigerator in room | Non-smoking rooms,30
619,"302 Petchburi Rd, Ratchathewi, Bangkok 10400, Thailand",#432,,39,126,67,14,15,Restaurant | Free parking | Free High Speed Internet (WiFi) | Room service | Bar/Lounge | Breakfast included | Airport transportation | Banquet Room | Breakfast Available | Business Center with Internet Access | Concierge | Conference Facilities | Dry Cleaning | Laundry Service | Meeting rooms | Multilingual Staff | Non-smoking hotel | Shuttle Bus Service | Wheelchair access | Air conditioning | Refrigerator in room | Family Rooms | Non-smoking rooms,30
620,"768 Soi Phanurangsri, Songwad Rd., Talad Noi, Sampanthawong, Bangkok 10100, Thailand",#415,,88,174,94,51,39,Restaurant | Bar/Lounge | Free High Speed Internet (WiFi) | Laundry Service | Non-smoking hotel | Public Wifi | Air conditioning | Refrigerator in room | Non-smoking rooms,20
621,"143 South Sathorn Road, None, Bangkok 10120, Thailand",#399,,119,465,207,50,18,Pool | Fitness Center with Gym / Workout Room | Restaurant | Free High Speed Internet (WiFi) | Free parking | Room service | Breakfast Available | Concierge | Dry Cleaning | Kids pool | Laundry Service | Meeting rooms | Multilingual Staff | Non-smoking hotel | Outdoor pool | Sauna | Air conditioning | Minibar | Refrigerator in room | Family Rooms | Non-smoking rooms,40
622,"59 Soi Sukhumvit 56, Sukhumvit Rd., Bangjak, Phrakanong, Bangkok 10260, Thailand",#429,,26,24,5,3,3,Room service | Free parking | Free High Speed Internet (WiFi) | Restaurant | Concierge | Laundry Service | Non-smoking hotel | Self-Serve Laundry | Shuttle Bus Service | Tennis Court | Air conditioning | Refrigerator in room | Family Rooms | Non-smoking rooms,30
623,"None, None, NoneNone",,,40,50,31,7,6,Pool | Restaurant | Bar/Lounge | Free High Speed Internet (WiFi) | Free parking | Fitness Center with Gym / Workout Room | Laundry Service | Non-smoking hotel | Shuttle Bus Service | Air conditioning | Non-smoking rooms,35
624,"12/3 Soi Sukhumvit 22, Sukhumvit Road, Klongtoey, Bangkok 10110, Thailand",#420,,156,280,176,74,63,Restaurant | Room service | Free High Speed Internet (WiFi) | Babysitting | Concierge | Dry Cleaning | Laundry Service | Meeting rooms | Public Wifi | Sauna | Air conditioning | Refrigerator in room | Non-smoking rooms,40
625,"34-36 Phahonyothin, None, Bangkok 10400, Thailand",#445,,16,10,1,2,1,Restaurant | Free High Speed Internet (WiFi) | Air conditioning,35
626,"22/1 Petchburi Road 13, Phetchaburi Rd. Phayathai, Rajthevee, Bangkok 10400, Thailand",#384,02 082 9910,41,39,10,5,4,Room service | Restaurant | Bar/Lounge | Free High Speed Internet (WiFi) | Free parking | Breakfast Available | Concierge | Dry Cleaning | Non-smoking hotel | Public Wifi | Self-Serve Laundry | Air conditioning | Refrigerator in room | Family Rooms | Non-smoking rooms | Suites,35
627,"80, Surawong Road, Si Phraya, Bang Rak, Bangkok 10500, Thailand",#392,,196,516,195,45,26,Pool | Room service | Restaurant | Fitness Center with Gym / Workout Room | Bar/Lounge | Free High Speed Internet (WiFi) | Free parking | Airport transportation | Banquet Room | Business Center with Internet Access | Concierge | Conference Facilities | Dry Cleaning | Laundry Service | Meeting rooms | Multilingual Staff | Outdoor pool | Shuttle Bus Service | Air conditioning | Minibar | Family Rooms | Non-smoking rooms | Suites,30
628,"3 Soi Suphaphong 3 Yaek 5-2,, Nongbon, Pravet, Bangkok 10250, Thailand",#136,,22,18,5,2,2,Pool | Free parking | Restaurant | Bar/Lounge | Free High Speed Internet (WiFi) | Room service | Airport transportation | Banquet Room | Breakfast Available | Concierge | Conference Facilities | Dry Cleaning | Laundry Service | Meeting rooms | Multilingual Staff | Non-smoking hotel | Public Wifi | Wheelchair access | Air conditioning | Refrigerator in room | Non-smoking rooms | Suites,35
629,"28/2 Sukhumvit 69, None, Bangkok, Thailand",#169,,,,,,,,
630,"120/18 Ratchaprarop 3, Khweng Makkasan Ratchatevi, Bangkok 10400, Thailand",#171,,50,26,10,5,4,Free High Speed Internet (WiFi) | Breakfast included | Fitness Center with Gym / Workout Room | Breakfast Available | Hot Tub | Multilingual Staff | Non-smoking hotel | Paid Internet | Self-Serve Laundry | Air conditioning | Microwave | Family Rooms | Kitchenette | Non-smoking rooms,20
631,"55 South Sathorn Road, Tungmahamek, Bangkok 10120, Thailand",#428,,240,288,146,67,69,Pool | Restaurant | Fitness Center with Gym / Workout Room | Room service | Free High Speed Internet (WiFi) | Free parking | Bar/Lounge | Breakfast Available | Business Center with Internet Access | Concierge | Conference Facilities | Dry Cleaning | Laundry Service | Meeting rooms | Multilingual Staff | Non-smoking hotel | Outdoor pool | Public Wifi | Self-Serve Laundry | Air conditioning | Microwave | Refrigerator in room | Family Rooms | Kitchenette | Non-smoking rooms | Suites,50
632,"None, None, NoneNone",,,30,7,2,2,2,,40
633,"39 Sukhumvit Road Soi 5 Wattana, None, Bangkok 10110, Thailand",#421,,,,,,,,
634,"155/14-16 Sukhumvit Soi 11/1, Sukhumvit Rd, None, Bangkok, Thailand",#404,,37,99,35,9,10,Free High Speed Internet (WiFi) | Laundry Service | Non-smoking hotel | Public Wifi | Air conditioning | Non-smoking rooms,20
635,"106 Sukhumvit 18, Khlongtoei, Bangkok 10110, Thailand",#424,,60,83,15,14,10,Free High Speed Internet (WiFi) | Airport transportation | Laundry Service | Non-smoking hotel | Self-Serve Laundry | Air conditioning | Refrigerator in room | Non-smoking rooms,30
636,"143/61-62 Sukhumvit 21 , Sukhumvit Road, Klongtoey Nue, None, Bangkok 10110, Thailand",#416,,108,169,75,26,23,Room service | Free High Speed Internet (WiFi) | Restaurant | Bar/Lounge | Non-smoking hotel | Air conditioning | Minibar | Refrigerator in room | Non-smoking rooms | Suites,35
637,"8 Silom Road Soi 2, None, Bangkok 10500, Thailand",#196,,26,13,4,2,1,Free High Speed Internet (WiFi) | Laundry Service | Non-smoking hotel | Air conditioning | Non-smoking rooms,20
638,"28/5 Charoen Wieng Road, Bangrak, Bangkok 10500, Thailand",#381,,41,125,43,11,14,Free High Speed Internet (WiFi) | Free parking | Laundry Service | Non-smoking hotel | Public Wifi | Self-Serve Laundry | Wheelchair access | Air conditioning | Refrigerator in room | Accessible rooms | Non-smoking rooms,30
639,"2 Soi 5 Sukhumvit Road, Nana sky train station, Bangkok 10110, Thailand",#393,,317,529,318,122,89,Pool | Restaurant | Fitness Center with Gym / Workout Room | Room service | Free High Speed Internet (WiFi) | Free parking | Bar/Lounge | Airport transportation | Banquet Room | Breakfast Available | Business Center with Internet Access | Concierge | Conference Facilities | Dry Cleaning | Laundry Service | Meeting rooms | Multilingual Staff | Outdoor pool | Public Wifi | Wheelchair access | Air conditioning | Minibar | Non-smoking rooms | Smoking rooms available | Suites,40
640,"1110/5 Sukhumvit 46/1, Sukhumvit Road, None, Bangkok 10110, Thailand",#407,,47,153,73,25,18,Pool | Free parking | Fitness Center with Gym / Workout Room | Free High Speed Internet (WiFi) | Breakfast included | Restaurant | Breakfast Available | Business Center with Internet Access | Concierge | Dry Cleaning | Hot Tub | Laundry Service | Non-smoking hotel | Outdoor pool | Public Wifi | Sauna | Self-Serve Laundry | Air conditioning | Refrigerator in room | Non-smoking rooms | Smoking rooms available | Suites,40
